mls,home_type,status,address,city,zip,county,list_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
14714434,Townhouse/Condo,Active,2412 L Canal Street,Houston,77003,Harris,570000,4,Commerce Row,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2535,224.85,2021,4,4,4.1,0,4,2,"Contemporary/Modern, Other Style",20
74031066,Single-Family,Active,3314 Timbergrove Heights ,Houston,77008,Harris,570000,9,Timbergrove Heights,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2517,226.46,2021,3,3,3.1,0,3,2,French,5
41217345,Single-Family,Active,4605 Maxie Street,Houston,77008,Harris,559999,16,Washington Corridor,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2483,225.53,2021,3,2,2.1,0,2,0,Other Style,6
23420023,Single-Family,Active,1808 NapaCreek Lane,Houston,77008,Harris,399900,9,Patio homes at New Heights Villages,Heights/Greater Heights,27,Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2467,162.1,2021,3,2,2.2,0,2.5,2,"Contemporary/Modern, Traditional",141
43770896,Townhouse/Condo,Active,4310 Center Street,Houston,77007,Harris,535000,16,Terraces on Center,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2462,217.3,2021,4,3,3.1,0,4,2,Contemporary/Modern,144
8022221,Single-Family,Active,721 W 16th Street,Houston,77008,Harris,489900,9,Sunset Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2422,202.27,2021,3,2,2.1,0,2,2,Traditional,35
8363768,Single-Family,Active,4406 Cedar Sage Drive,Baytown,77521,Harris,333890,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2413,138.37,2021,4,3,3.1,0,1.5,3,Traditional,32
86059436,Single-Family,Active,309 Parker Street,Houston,77007,Harris,595000,16,River Oaks Shopping area,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2402,247.71,2021,3,2,2.1,0,2,2,Traditional,13
63871056,Single-Family,Active,2827 Kennet Manor Drive,Houston,77047,Harris,306990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2380,128.99,2021,4,2,2.1,0,2,2,"Contemporary/Modern, Traditional",16
46609587,Single-Family,Active,12551 Fleet River Road,Houston,77047,Harris,306990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2380,128.99,2021,4,2,2.1,0,2,2,"Contemporary/Modern, Traditional",39
4781198,Single-Family,Active,2818 Chancery Summit Court,Houston,77047,Harris,304990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2380,128.15,2021,4,2,2.1,0,2,2,"Contemporary/Modern, Traditional",61
68468965,Single-Family,Active,12526 Colchester Creek Court,Houston,77047,Harris,302990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2380,127.31,2021,4,2,2.1,0,2,2,"Contemporary/Modern, Traditional",60
84025154,Single-Family,Active,1309 MAYFAIR CLARKSON ,Houston,77055,Harris,399900,24,MAYFAIR AT CLARKSON,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),2364,169.16,2021,3,3,3.1,0,3,2,Contemporary/Modern,119
41598210,Single-Family,Active,4949 Rusk Street,Houston,77023,Harris,500000,4,Eastwood,East End Revitalized,27,Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),2361,211.77,2021,3,3,3.1,0,2,2,Other Style,11
84658199,Single-Family,Active,3814 Olde Bourbon Lane ,Houston,77018,Harris,425000,9,Oak Forest East,Garden Oaks,27,Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2353,180.62,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Traditional",4
43017773,Single-Family,Active,3812 Olde Bourbon Lane ,Houston,77018,Harris,410000,9,Oak Forest East,Garden Oaks,27,Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2353,174.25,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Traditional",5
38495126,Single-Family,Active,13418 Kinsman Road,Houston,77049,Harris,265990,2,Imperial Forest,North Channel,46,Sheldon,ROYALWOOD ELEMENTARY SCHOOL,C.E. KING MIDDLE SCHOOL,CE KING HIGH SCHOOL,2338,113.77,2021,4,2,2.1,0,2,2,Traditional,2
52060024,Single-Family,Active,2711 Georgin Rose Way,Pearland,77089,Harris,331915,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2336,142.09,2021,4,2,2.1,0,2,2,Traditional,70
36115354,Single-Family,Active,520 PEDEN Street,Houston,77006,Harris,609900,16,PEDEN OAKS,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2258,270.11,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Traditional",50
56867543,Single-Family,Active,5215 INKER Street,Houston,77007,Harris,522400,16,COTTAGE GROVE,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2258,231.36,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Traditional",50
76757506,Townhouse/Condo,Active,2414F Canal Street,Houston,77003,Harris,460000,4,Commerce Row,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2230,206.28,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",25
59541403,Single-Family,Active,4007 University Grove Street,Houston,77023,Harris,450000,4,University Grove,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),2230,201.79,2021,3,3,3.1,0,3,2,Other Style,18
89444572,Single-Family,Active,2111 Bevis ,Houston,77008,Harris,464900,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2224,209.04,2021,3,3,3.1,0,3,0,"Contemporary/Modern, Traditional",56
90156782,Single-Family,Active,2109 Bevis ,Houston,77008,Harris,459900,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2224,206.79,2021,3,3,3.1,0,3,0,"Contemporary/Modern, Traditional",56
46643226,Single-Family,Active,2107 Bevis ,Houston,77008,Harris,459900,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2224,206.79,2021,3,3,3.1,0,3,0,"Contemporary/Modern, Traditional",56
38206171,Single-Family,Active,2105 Bevis ,Houston,77008,Harris,459900,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2224,206.79,2021,3,3,3.1,0,3,0,"Contemporary/Modern, Traditional",56
57402152,Townhouse/Condo,Active,1609 Hickory Street,Houston,77007,Harris,449900,9,Hickory Commons,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2220,202.66,2021,3,3,3.1,0,1,2,Contemporary/Modern,35
20425569,Single-Family,Active,11017 Mikula Drive,Houston,77043,Harris,421990,24,Upland Preserve,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2210,190.95,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",8
88699606,Single-Family,Active,11021 Mikula Drive,Houston,77043,Harris,419990,24,Upland Preserve,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2210,190.04,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",8
92043499,Single-Family,Active,9215 Spanish Hills Drive,Baytown,77521,Harris,349157,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,GENTRY JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2207,158.2,2021,3,2,2,0,1,3,Traditional,138
75136876,Single-Family,Active,9917 Granary Mill Place,Houston,77080,Harris,445995,24,Spring Brook Village,Spring Branch,49,Spring Branch,TERRACE ELEMENTARY SCHOOL,NORTHBROOK MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2204,202.36,2021,3,3,3,0,2,2,"Contemporary/Modern, Traditional",77
23767249,Single-Family,Active,3113 Craftsman Place,Houston,77080,Harris,412995,24,Spring Brook Village,Spring Branch,49,Spring Branch,TERRACE ELEMENTARY SCHOOL,NORTHBROOK MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2204,187.38,2021,3,3,3,0,2,2,"Contemporary/Modern, Traditional",77
22017601,Single-Family,Active,2023 Covent Garden Station,Houston,77045,Harris,450000,18,Fannin Station,Medical Center Area,27,Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2201,204.45,2021,3,3,3.1,0,3,2,Other Style,5
49972356,Townhouse/Condo,Active,2755 Freund Street,Houston,77003,Harris,494900,4,EAST END ON THE BAYOU,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2200,224.95,2021,3,3,3.1,0,4,2,"Contemporary/Modern, Mediterranean",275
62744731,Townhouse/Condo,Active,9622 Riddlewood Lane,Houston,77025,Harris,399000,20,Riddlewood Hollow,Willow Meadows Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2181,182.94,2021,3,3,3.1,0,3,2,Other Style,53
95781919,Townhouse/Condo,Active,1215B Hickory Street,Houston,77007,Harris,430000,9,Houston Views,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2172,197.97,2021,3,3,3.1,0,1,2,Contemporary/Modern,34
94077125,Single-Family,Active,5804 E Post Oak Lane,Houston,77055,Harris,385990,24,Uptown North,Spring Branch,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2171,177.79,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",46
77706931,Single-Family,Active,964 Ford Pines Lane,Houston,77091,Harris,432920,9,Dominion at Garden Oaks,Shepherd Park Plaza Area,27,Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,2162,200.24,2021,3,2,2.2,1,3,2,"Contemporary/Modern, Traditional",130
19987676,Single-Family,Active,1211E Hickory Street,Houston,77007,Harris,451000,9,Houston Views,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2149,209.87,2021,3,3,3.1,0,3,2,Contemporary/Modern,37
53213477,Townhouse/Condo,Active,2230C Lou Ellen Lane ,Houston,77018,Harris,410000,9,Lou Ellen Park,Oak Forest East Area,27,Houston,OAK FOREST ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2132,192.31,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",10
1019450,Single-Family,Active,1746 Ojeman Point Lane,Houston,77055,Harris,475998,24,Spring Valley Point,Spring Branch,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),2121,224.42,2021,3,3,3.1,0,3,0,"Contemporary/Modern, Other Style",19
57875968,Single-Family,Active,15507 Sailpoint Lane,Houston,77053,Harris,298464,18,Anderson Lakes,Five Corners,27,Houston,MONTGOMERY ELEMENTARY SCHOOL (HOUSTON),LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2096,142.4,2021,4,2,2.1,0,2,2,Traditional,14
52613452,Single-Family,Active,15418 Sailpoint Lane,Houston,77053,Harris,295166,18,Anderson Lakes,Five Corners,55,Waller,MONTGOMERY ELEMENTARY SCHOOL (HOUSTON),LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2096,140.82,2021,4,2,2.1,0,2,2,Traditional,14
92454061,Townhouse/Condo,Active,2614 Rusk Street,Houston,77003,Harris,465000,4,Capitol Oaks Phase 7,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2093,222.17,2021,3,3,3.1,0,3,2,Contemporary/Modern,19
56657460,Single-Family,Active,5836 E Post Oak Lane,Houston,77055,Harris,385990,24,Uptown North,Spring Branch,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2093,184.42,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",19
46741146,Single-Family,Active,5838 E Post Oak Lane,Houston,77055,Harris,385990,24,Uptown North,Spring Branch,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2093,184.42,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",28
28530177,Townhouse/Condo,Active,9634 Riddlewood Lane,Houston,77025,Harris,395000,20,Riddlewood Hollow,Willow Meadows Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2090,189,2021,3,3,3.1,0,3,2,Contemporary/Modern,19
44734749,Single-Family,Active,6635 TC Jester Boulevard #E,Houston,77091,Harris,335000,9,TC Jester Square,Northwest Houston,27,Houston,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2085,160.67,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Other Style",99
85505832,Single-Family,Active,6635 TC Jester Boulevard #A,Houston,77091,Harris,325000,9,TC Jester Square,Northwest Houston,27,Houston,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2066,157.31,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Other Style",96
70638549,Single-Family,Active,6635 TC Jester Boulevard #B,Houston,77091,Harris,319900,9,TC Jester Square,Northwest Houston,27,Houston,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2066,154.84,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Other Style",96
19112798,Single-Family,Active,6635 TC Jester Boulevard #C,Houston,77091,Harris,319900,9,TC Jester Square,Northwest Houston,27,Houston,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2066,154.84,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Other Style",96
73956831,Single-Family,Active,6635 TC Jester Boulevard #D,Houston,77091,Harris,319900,9,TC Jester Square,Northwest Houston,27,Houston,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2066,154.84,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Other Style",96
93026404,Townhouse/Condo,Active,717 Bringhurst Street,Houston,77020,Harris,400000,2,Cage Street Landing,Denver Harbor,27,Houston,BRUCE ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,2062,193.99,2021,3,3,3.1,0,3,2,Other Style,25
49084000,Single-Family,Active,13403 Kinsman Road,Houston,77049,Harris,268990,2,Imperial Forest,North Channel,46,Sheldon,ROYALWOOD ELEMENTARY SCHOOL,C.E. KING MIDDLE SCHOOL,CE KING HIGH SCHOOL,2060,130.58,2021,3,2,2.1,0,2,2,Traditional,5
70653708,Single-Family,Active,628 Delmar Street,Houston,77023,Harris,440000,4,Eastwood Green,East End Revitalized,27,Houston,CAGE ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),2048,214.84,2021,3,2,2.1,0,2,2,Other Style,5
78647433,Townhouse/Condo,Active,6804 Westview Drive #1207,Houston,77055,Harris,480436,24,Eb Cogswell Surv Abs 785,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2031,236.55,2021,3,2,2,0,1,1,Traditional,20
37678033,Single-Family,Active,1714 William Scott Street,Baytown,77523,Harris,256990,2,Trinity Oaks,Baytown/Harris County,23,Goose Creek,LORENZO DE ZAVALA ELEMENTARY SCHOOL (GOOSE CREEK),HORACE MANN J H,LEE HIGH SCHOOL (GOOSE CREEK),2031,126.53,2021,4,2,2,0,1,2,Traditional,12
46399073,Single-Family,Active,2719 Georgin Rose Way,Pearland,77089,Harris,328090,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2012,163.07,2021,4,3,3,0,1,2,Traditional,63
35001600,Single-Family,Active,1717 Allendale Bluff Lane,Pearland,77089,Harris,318640,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2012,158.37,2021,4,3,3,0,1,2,Traditional,70
36923792,Single-Family,Active,4006 University Grove Street,Houston,77023,Harris,410000,4,University Grove,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),2009,204.08,2021,3,3,3.1,0,3,2,Other Style,20
83686164,Townhouse/Condo,Active,3317 Timbergrove Heights ,Houston,77008,Harris,440000,9,Timbergrove Heights,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1979,222.33,2021,3,3,3.1,0,3,2,"Contemporary/Modern, French, Traditional",5
13828876,Single-Family,Active,8627 Cedar Plains Lane,Houston,77080,Harris,313835,24,Cedar Brook,Spring Branch,49,Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1930,162.61,2021,3,2,2.1,0,2,2,Traditional,47
35414328,Townhouse/Condo,Active,3334 Stanling Brook ,Houston,77080,Harris,350000,24,Avondale Square,Spring Branch,49,Spring Branch,SPRING SHADOW ELEMENTARY SCHOOL,NORTHBROOK MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1925,181.82,2021,3,2,2.1,0,2,2,Contemporary/Modern,4
17577854,Single-Family,Active,13414 Merryville Harrogate Lane,Houston,77048,Harris,237990,3,South Meadow Place,Medical Center South,27,Houston,FROST ELEMENTARY SCHOOL (HOUSTON),THOMAS MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1919,124.02,2021,4,2,2.1,0,2,2,Traditional,19
94802459,Single-Family,Active,13422 Merryville Harrogate Lane,Houston,77048,Harris,237990,3,South Meadow Place,Medical Center South,27,Houston,FROST ELEMENTARY SCHOOL (HOUSTON),THOMAS MIDDLE SCHOOL,STERLING HIGH SCHOOL (HOUSTON),1919,124.02,2021,4,2,2.1,0,2,2,Traditional,19
76264876,Single-Family,Active,11015 Mikula Drive,Houston,77043,Harris,410990,24,Upland Preserve,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),1917,214.39,2021,3,3,3.1,0,3,2,Contemporary/Modern,8
90178351,Single-Family,Active,11019 Mikula Drive,Houston,77043,Harris,410990,24,Upland Preserve,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),1917,214.39,2021,3,3,3.1,0,3,2,Contemporary/Modern,8
47946267,Single-Family,Active,4410 Bora Bora Lane ,Houston,77045,Harris,310000,18,Agua Estates,Five Corners,27,Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1902,162.99,2021,3,2,2.1,0,2,2,Contemporary/Modern,10
2734645,Single-Family,Active,4406 Bora Bora Lane,Houston,77045,Harris,310000,18,Agua Estates,Five Corners,27,Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1902,162.99,2021,3,2,2.1,0,2,2,Contemporary/Modern,12
74214571,Townhouse/Condo,Active,2412 J Canal Street,Houston,77003,Harris,450000,4,Commerce Row,East End Revitalized,27,Houston,BURNET ELEMENTARY SCHOOL (HOUSTON),NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1880,239.36,2021,2,2,2.1,0,4,2,"Contemporary/Modern, Other Style",20
11923187,Townhouse/Condo,Active,6804 Westview Drive #1106,Houston,77055,Harris,466373,24,Eb Cogswell Surv Abs 785,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1869,249.53,2021,2,2,2,0,1,1,Traditional,20
19152719,Townhouse/Condo,Active,6804 Westview Drive #1206,Houston,77055,Harris,465823,24,Eb Cogswell Surv Abs 785,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1869,249.24,2021,2,2,2,0,1,1,Traditional,20
7261623,Single-Family,Active,9211 Spanish Hills Drive,Baytown,77521,Harris,310940,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,1857,167.44,2021,3,2,2,0,1,3,Traditional,40
12238279,Single-Family,Active,8618 Cedar Plains Lane,Houston,77080,Harris,310045,24,Cedar Brook,Spring Branch,49,Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1855,167.14,2021,3,2,2.1,0,2,2,Traditional,207
50401497,Single-Family,Active,9510 Klein Lane,Houston,77044,Harris,238690,2,Tidwell Lakes,North Channel,130,Shepherd,SHELDON LAKEE ELEMENTARY SCHOOL,C.E. KING MIDDLE SCHOOL,CE KING HIGH SCHOOL,1821,131.08,2021,3,2,2,0,1,2,Traditional,19
94437829,Single-Family,Active,12523 Newport Arch Lane,Houston,77047,Harris,293990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1813,162.16,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Ranch, Traditional",2
22135561,Single-Family,Active,2854 Kennet Manor Drive,Houston,77047,Harris,285990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1813,157.74,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Ranch, Traditional",2
87391109,Single-Family,Active,12521 Abbey Houston Court,Houston,77047,Harris,285990,3,City Gate,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1813,157.74,2021,3,2,2.1,0,2,2,"Contemporary/Modern, Ranch, Traditional",1
18610542,Townhouse/Condo,Active,9526 London Bridge Station,Houston,77045,Harris,395000,18,Fannin Station,Medical Center Area,27,Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1812,217.99,2021,3,3,3.1,0,3,2,Other Style,54
32863491,Single-Family,Active,0 E ARLINGTON Street,Houston,77018,Harris,379999,9,Upper Yale Heights,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,1803,210.76,2021,3,3,3.1,0,3,2,"Colonial, Contemporary/Modern, English, French, Georgian, Mediterranean, Other Style, Spanish, Traditional, Victorian",241
76701319,Single-Family,Active,0 E ARLINGTON ST ,Houston,77018,Harris,379999,9,Upper Yale Heights,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,1803,210.76,2021,3,3,3.1,0,3,2,"Colonial, Contemporary/Modern, English, French, Georgian, Mediterranean, Other Style, Spanish, Traditional, Victorian",241
6979270,Single-Family,Active,402 E 36 th ,Houston,77018,Harris,379999,9,Upper Yale Heights,Northwest Houston,27,Houston,BURRUS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WASHINGTON HIGH SCHOOL,1803,210.76,2021,3,3,3.1,0,3,2,"Colonial, Contemporary/Modern, English, French, Georgian, Mediterranean, Other Style, Spanish, Traditional, Victorian",241
